,n_tense_past,n_tense_pres,sentiment_pos,sentiment_neg,sentiment_single,processed_tweet_length,result
799,0,1,3,-1,2,1,0
800,0,1,1,-3,-2,5,0
801,1,1,3,-1,2,9,0
802,0,1,1,-1,0,1,0
803,1,2,1,-1,0,8,0
804,1,2,1,-2,-1,10,0
805,1,1,1,-1,0,1,0
806,1,0,2,-1,1,5,0
807,2,2,1,-2,-1,6,0
808,0,1,2,-1,1,3,0
809,1,4,1,-4,-3,11,0
810,3,0,2,-1,1,8,1
811,0,0,3,-1,2,3,0
812,1,0,3,-1,2,11,0
813,0,0,1,-1,0,0,0
814,1,4,3,-2,1,6,0
815,0,3,2,-3,-1,9,0
816,4,2,2,-2,0,10,1
817,0,3,2,-1,1,3,0
818,2,0,2,-2,0,5,0
819,1,3,2,-1,1,14,0
820,0,2,1,-1,0,2,0
821,0,0,1,-1,0,3,0
822,0,1,1,-1,0,10,1
823,0,2,1,-1,0,6,0
824,0,0,2,-1,1,7,0
825,2,0,1,-1,0,7,0
826,1,0,1,-1,0,5,0
827,2,1,2,-1,1,12,0
828,0,0,1,-1,0,4,0
829,0,0,1,-1,0,4,1
830,1,2,1,-4,-3,8,1
831,2,1,1,-1,0,6,0
832,0,0,1,-1,0,1,0
833,0,2,2,-1,1,7,0
834,0,2,2,-1,1,5,1
835,0,1,3,-1,2,11,1
836,0,1,1,-1,0,3,0
837,0,0,1,-1,0,2,0
838,1,1,2,-1,1,4,0
839,1,1,1,-1,0,1,0
840,2,1,1,-3,-2,12,1
841,1,0,1,-1,0,1,0
842,0,0,1,-2,-1,3,0
843,0,0,1,-1,0,0,0
844,0,3,1,-1,0,11,1
845,0,1,3,-1,2,11,1
846,0,0,1,-2,-1,5,0
847,0,3,2,-1,1,10,0
848,0,1,1,-2,-1,5,0
849,1,2,2,-1,1,4,0
850,0,0,1,-1,0,5,0
851,2,1,4,-1,3,6,0
852,1,0,3,-2,1,4,0
853,0,0,1,-1,0,4,0
854,0,1,1,-1,0,6,0
855,0,4,1,-1,0,5,0
856,1,4,1,-1,0,3,0
857,1,1,2,-1,1,6,0
858,1,0,1,-1,0,2,0
859,1,3,3,-1,2,8,0
860,2,0,1,-1,0,7,1
861,0,3,1,-1,0,2,0
862,0,1,3,-1,2,1,0
863,0,1,1,-1,0,5,0
864,1,0,2,-1,1,2,0
865,1,0,2,-1,1,3,0
866,0,1,1,-1,0,7,0
867,0,2,1,-1,0,3,0
868,0,0,1,-1,0,3,0
869,0,0,2,-1,1,8,1
870,0,0,1,-2,-1,6,0
871,0,1,2,-1,1,11,0
872,0,0,1,-1,0,1,0
873,1,1,2,-1,1,2,0
874,2,3,1,-1,0,7,0
875,1,0,2,-1,1,10,1
876,0,0,1,-1,0,3,1
877,2,1,4,-1,3,10,0
878,4,2,2,-1,1,10,0
879,0,1,1,-1,0,4,0
880,0,0,3,-1,2,3,1
881,0,2,3,-1,2,5,0
882,0,2,1,-1,0,6,1
883,0,1,2,-1,1,1,0
884,0,0,1,-1,0,2,0
885,0,1,1,-2,-1,7,1
886,0,1,1,-1,0,0,0
887,0,2,1,-1,0,5,0
888,0,2,3,-1,2,10,0
889,0,1,1,-1,0,2,0
890,0,1,1,-3,-2,3,0
891,0,0,2,-1,1,3,1
892,0,3,1,-2,-1,8,0
893,0,2,2,-1,1,13,1
894,0,0,1,-1,0,2,0
895,0,0,1,-1,0,0,0
896,1,3,3,-1,2,9,0
897,1,2,1,-1,0,12,0
898,1,1,2,-1,1,6,0
899,1,4,1,-1,0,10,1
900,0,4,1,-1,0,12,1
901,1,1,1,-1,0,4,0
902,1,1,1,-3,-2,1,0
903,1,2,3,-2,1,12,1
904,0,2,1,-1,0,4,0
905,0,0,1,-1,0,1,0
906,1,2,2,-3,-1,5,1
907,1,2,2,-1,1,6,1
908,2,1,1,-2,-1,13,0
909,0,0,1,-1,0,5,1
910,0,1,2,-1,1,5,0
911,0,2,1,-1,0,11,0
912,0,2,1,-1,0,1,0
913,1,0,1,-1,0,5,0
914,1,5,1,-1,0,7,1
915,1,1,3,-1,2,6,0
916,0,1,1,-3,-2,6,0
917,1,1,1,-1,0,10,0
918,0,2,1,-1,0,6,0
919,2,5,3,-1,2,9,0
920,3,1,1,-2,-1,10,0
921,0,2,1,-1,0,7,1
922,0,1,1,-1,0,3,1
923,2,1,2,-1,1,11,0
924,7,1,3,-4,-1,9,1
925,0,1,2,-1,1,4,0
926,0,0,1,-1,0,14,0
927,1,2,1,-1,0,4,0
928,0,2,1,-4,-3,6,0
929,0,0,2,-1,1,2,0
930,0,0,3,-1,2,9,1
931,4,2,1,-1,0,13,0
932,0,2,1,-1,0,14,0
933,1,1,1,-1,0,8,0
934,0,1,2,-1,1,4,1
935,1,2,3,-2,1,10,1
936,0,2,2,-1,1,10,1
937,0,0,1,-1,0,2,0
938,0,3,2,-1,1,8,0
939,1,2,2,-1,1,5,0
940,1,1,1,-1,0,14,1
941,0,1,1,-1,0,5,0
942,0,2,1,-1,0,5,0
943,0,1,2,-1,1,4,1
944,0,2,1,-1,0,5,1
945,2,1,2,-3,-1,12,0
946,0,1,1,-1,0,8,0
947,0,0,1,-1,0,2,0
948,1,2,1,-2,-1,6,0
949,0,1,1,-1,0,3,0
950,2,3,2,-1,1,11,0
951,2,2,1,-1,0,5,0
952,0,1,1,-1,0,3,0
953,0,3,3,-1,2,5,0
954,3,0,2,-1,1,11,1
955,0,0,1,-1,0,2,0
956,1,2,1,-1,0,10,0
957,0,0,2,-1,1,4,1
958,0,2,2,-1,1,5,0
959,0,2,2,-1,1,7,1
960,0,1,1,-1,0,2,0
961,0,2,2,-3,-1,3,1
962,0,4,2,-1,1,13,0
963,1,1,2,-1,1,1,0
964,1,1,2,-1,1,12,1
965,1,0,1,-1,0,6,0
966,1,3,1,-1,0,7,0
967,0,1,2,-1,1,4,0
968,0,2,1,-1,0,5,0
969,0,1,2,-1,1,4,1
970,0,2,1,-1,0,4,1
971,0,2,4,-3,1,7,1
972,0,0,1,-1,0,1,0
973,2,0,1,-1,0,9,1
974,0,2,2,-1,1,9,1
975,1,0,1,-1,0,10,0
976,2,4,3,-1,2,7,0
977,0,0,1,-1,0,0,0
978,0,1,1,-1,0,13,0
979,0,0,1,-1,0,4,1
980,0,0,1,-1,0,5,1
981,0,1,1,-1,0,3,0
982,0,0,1,-1,0,3,0
983,0,1,1,-1,0,1,0
984,0,1,2,-1,1,7,1
985,0,0,1,-1,0,0,0
986,0,2,1,-2,-1,8,1
987,2,1,1,-1,0,10,0
988,0,1,1,-2,-1,1,0
989,0,1,2,-2,0,3,0
990,0,4,1,-2,-1,11,1
991,1,2,2,-1,1,7,0
992,0,1,2,-1,1,7,1
993,3,1,1,-2,-1,9,0
994,1,2,2,-3,-1,11,1
995,1,4,1,-2,-1,11,0
996,0,1,3,-1,2,8,1
997,0,1,1,-1,0,13,0
998,0,0,1,-2,-1,2,0
999,0,0,1,-1,0,2,0
1000,1,3,2,-2,0,10,1
1001,0,0,2,-1,1,3,0
1002,2,1,2,-2,0,9,0
1003,0,0,1,-1,0,3,0
1004,0,0,1,-1,0,3,0
1005,1,1,1,-1,0,3,0
1006,0,1,2,-1,1,12,0
1007,1,0,1,-1,0,3,0
1008,0,1,3,-1,2,1,0
1009,1,0,1,-1,0,2,0
1010,1,4,1,-3,-2,10,0
1011,0,1,1,-1,0,5,0
1012,1,1,2,-2,0,6,0
1013,0,1,2,-1,1,4,1
1014,0,0,1,-3,-2,2,0
1015,2,2,2,-1,1,10,1
1016,0,1,1,-1,0,3,1
1017,0,1,2,-1,1,8,0
1018,1,0,1,-2,-1,4,0
1019,2,2,3,-1,2,6,1
1020,0,2,2,-1,1,3,0
1021,1,1,1,-1,0,10,1
1022,1,2,1,-1,0,14,0
1023,0,0,1,-2,-1,9,0
